20031119	20031120	 Abbeville, LA	 formation	10 minutes
20081216	20081218	 Nashua, NH	 changing	3-4 minutes
19770701	20090209	 Nashua, NH	 disk	15min
20020323	20020325	 Nashville (near), TN	 circle	5 minutes
20100215	20100417	 Nashville (near), TN	 unknown	minutes
19991116	19991117	 Nashville (on I-24 ,60 mi. southeast of), TN	 fireball	1.5MIN
20010828	20010901	 Nashville, IL	 cigar	5 minutes
19680709	20010208	 Nashville, IN	 cigar	8 minutes
20020729	20020730	 Nashville, IN	 circle	1 min
20070210	20070308	 Nashville, IN	 triangle	10 MINUTES
19991116	20100228	 Nashville, IN	 fireball	30 seconds
20090417	20090418	 Nashville, NC	 oval	7-8 seconds
19950215	19950215	 Nashville, TN		10 sec.
19980225	19980226	 Nashville, TN	 fireball	2 minutes
19980104	19980106	 Nashville, TN	 circle	5 minutes
19990518	19990628	 Nashville, TN	 chevron	2 minutes
19990315	19990914	 Nashville, TN	 light	4-5 minutes
19990925	19990925	 Nashville, TN	 cigar	1 minute?
19990904	19990911	 Nashville, TN	 light	6 seconds
19990929	19990930	 Nashville, TN	 fireball	5 minutes
19991014	19991014	 Nashville, TN	 light	11 minutes
19991225	19991227	 Nashville, TN	 light	1 hour+
19800615	20000518	 Nashville, TN	 triangle	40 minutes
20000712	20001230	 Nashville, TN	 sphere	25:00-25:40
19750601	20001216	 Nashville, TN	 light	seconds
20010217	20010218	 Nashville, TN	 cross	30 mins
20010429	20010429	 Nashville, TN	 light	5-10 minutes
20010712	20010722	 Nashville, TN	 oval	30-40 seconds
19750601	20010616	 Nashville, TN	 triangle	5min
20011016	20011018	 Nashville, TN	 chevron	1 minute
20011104	20011104	 Nashville, TN	 light	15 minutes
20011226	20020102	 Nashville, TN	 triangle	about 5 mins
20020206	20020301	 Nashville, TN	 disk	
20020319	20020330	 Nashville, TN	 disk	seconds
20020609	20020610	 Nashville, TN	 unknown	1-10 minutes
20020719	20020720	 Nashville, TN	 changing	10 minutes
20020801	20020801	 Nashville, TN	 circle	2 sec.
20030601	20030602	 Nashville, TN	 rectangle	10 - 15 secs.
19990918	20030707	 Nashville, TN	 circle	2mins
20030809	20030812	 Nashville, TN	 unknown	1 hour
20030924	20030926	 Nashville, TN	 triangle	1 min 30 sec.
20031112	20031112	 Nashville, TN	 other	20 seconds
19670411	20040118	 Nashville, TN	 disk	10-20 min.
19760108	20040418	 Nashville, TN	 triangle	seconds
20040502	20040516	 Nashville, TN	 changing	2 hrs
20040831	20040903	 Nashville, TN	 triangle	unknown
20041123	20050116	 Nashville, TN	 teardrop	5 minutes
20041212	20041213	 Nashville, TN	 light	30 min.
20050217	20050224	 Nashville, TN	 circle	2min 25sec
20050404	20050407	 Nashville, TN	 light	3 Seconds
19530715	20050823	 Nashville, TN	 cylinder	4 to 5 minutes
20050615	20050812	 Nashville, TN	 triangle	less then 1 minute
20030315	20050722	 Nashville, TN	 circle	2 Hours
19741101	20060112	 Nashville, TN	 light	5 min.
20060217	20060219	 Nashville, TN	 light	5 MINUETS
20060530	20060530	 Nashville, TN	 disk	7-10 secs
20060728	20060801	 Nashville, TN	 light	5minutes
20061011	20061011	 Nashville, TN	 disk	13 sec
20070125	20070130	 Nashville, TN	 triangle	20 sec
20070307	20070309	 Nashville, TN	 cigar	2 Minutes
19981029	20070512	 Nashville, TN	 other	5 minutes
20070721	20070721	 Nashville, TN	 sphere	about 30 mins
20071026	20071027	 Nashville, TN	 formation	30 sec
20080216	20080219	 Nashville, TN		seconds
20080310	20080311	 Nashville, TN	 light	30-45 Seconds
20030630	20080327	 Nashville, TN	 triangle	4 minutes
20080522	20080608	 Nashville, TN	 disk	about 20 mins
20070901	20080605	 Nashville, TN	 other	3-5sec
20080707	20080707	 Nashville, TN	 unknown	20 seconds
20081110	20081111	 Nashville, TN	 fireball	1 second
20040727	20081113	 Nashville, TN	 other	10-15 minutes
20081022	20081022	 Nashville, TN	 teardrop	5 secs
20090121	20090121	 Nashville, TN	 triangle	30 minutes
20090406	20090405	 Nashville, TN	 light	2 min
20090406	20090529	 Nashville, TN	 oval	2min
20090718	20090718	 Nashville, TN	 sphere	15 Minutes
20091112	20091112	 Nashville, TN	 unknown	
20091120	20091121	 Nashville, TN	 unknown	3-5 seconds
20100702	20100703	 Nashville, TN	 diamond	
20100825	20100825	 Nashville, TN	 fireball	30 MINS
20100824	20100826	 Nashville, TN	 circle	30 minutes (+or-)
19590601	20041019	 Nashville, TX	 unknown	15 Minutes
20001110	20001124	 Nasik (India),	 unknown	about 20 minutes
20041209	20041212	 Nason, IL	 light	10 Minutes
20100709	20100710	 Nason, IL	 light	60 seconds
19851220	20030928	 Nassau (Bahamas),	 cigar	6 minutes
20020914	20041012	 Nassau (Bahamas),	 disk	3 min
19950615	20050914	 Nassau (Bahamas),	 light	5 minutes
20051128	20051128	 Nassau (Bahamas),	 other	About 5m.
20060416	20060420	 Nassau (Bahamas),	 teardrop	10 minutes
20071228	20080105	 Nassau (Bahamas),	 formation	"don&apos;t know"
19981231	19990104	 Nassau (Great Harbour Key, 30nm nw of Nassau) (Bahamas),	 fireball	30 seconds
20050329	20050412	 Nassau (Long Island), NY	 light	25 min
20090315	20091201	 Nassau (The Bahamas),	 light	5 Minutes
20001015	20060711	 Nassau Bay, TX	 oval	3-4 seconds
20000527	20000528	 Nassau County (Long Island), NY	 disk	10 min
20070813	20070812	 Nassau County, NY	 unknown	1 hour
20090128	20090129	 Nassau, NY	 light	10-20 minutes
19991031	20090508	 Nassau, NY	 triangle	10 Minutes
20030828	20030902	 Nastola (Finland),	 changing	5 minutes
19990812	19990817	 Natal Province (S. Africa, east coast),	 disk	20 mins
20021227	20021227	 Natalia, TX	 other	10 minutes
20030306	20030306	 Natalia, TX	 light	+30 minutes
20031203	20031210	 Natalia, TX	 sphere	1 hr and 30 min.
20010820	20020617	 Natches (30 SE of), WA	 triangle	5min
19990207	19990212	 Natchez, MS	 oval	60 minutes
19990402	19990408	 Natchez, MS	 triangle	10 seconds
19751101	20030709	 Natchez, MS	 oval	20 SECONDS
20040909	20040913	 Natchez, MS	 unknown	01:00
20051005	20051112	 Natchez, MS	 light	seconds
20020627	20020628	 Natchitoches, LA	 oval	20 minutes
20030124	20030124	 Natchitoches, LA	 light	5 minutes
20060118	20060418	 Natchitoches, LA	 light	40 minutes
20010824	20011109	 Natick, MA	 oval	2 minutes
19870505	20030929	 Natick, MA	 disk	10 seconds
19780404	20051024	 Natick, MA	 sphere	8 minutes
20060311	20060311	 Natick, MA	 unknown	2 minutes
19780404	20061017	 Natick, MA	 sphere	15 Minutes
19780404	20071005	 Natick, MA	 sphere	10 minutes
20040628	20040707	 Nation Wide, FL	 unknown	2 seconds
20030117	20030118	 National City, CA		10 sec
20030128	20030129	 National City, CA	 unknown	60 sec
20070323	20070325	 National City, CA	 sphere	Unknown
20100101	20100101	 National City, CA	 formation	25 mintutes
20081120	20081120	 National City/San Diego, CA	 light	20 seconds
20100720	20100721	 National Forest, CA	 diamond	15 minutes
19801015	19980820	 National Forest, CO	 cylinder	2 minutes
20040902	20060823	 National Park, CA	 light	1 minute
20080722	20080722	 Natrona Heights, PA	 fireball	4 minutes
20090918	20090919	 Natrona Heights, PA	 fireball	few minutes
20040110	20040110	 Naugatuck, CT	 light	about 15 min
20040103	20040417	 Naugatuck, CT	 unknown	3 weeks
20030715	20040221	 Nauju Lazu village (Lithuania),	 light	5 Hours
20050212	20050301	 Nausau (Bahamas),		
20070810	20070810	 Nauvoo, IL	 formation	1hr 45mins
19990912	19990915	 Navajo (15 miles west of, on I-40 Eastbound), AZ	 oval	5-7 minutes
19980615	19990222	 Navajo Lake, NM	 sphere	10 secs
19990629	19990703	 Navajo Lake, NM	 cigar	30 seconds
20090718	20090720	 Navajo Lake, UT	 light	30
20051123	20051129	 Navajo Mountain, UT	 unknown	3 Minutes
20020130	20020201	 Navajo, NM	 triangle	3 min. 39 sec.
20100803	20100803	 Naval weapons base Fallbrook, CA	 oval	4minutes
19990216	19990218	 Navarre Beach (other end of pensacola beach, FL	 light	30 minutes
19990816	19990817	 Navarre Beach, FL	 fireball	15 seconds
19990912	19990921	 Navarre Beach, FL	 light	1 minute
20030105	20030108	 Navarre Beach, FL	 light	5 MINUTES
20051212	20060114	 Navarre Beach, FL	 unknown	20 minutes and possibly l
20090818	20090828	 Navarre Beach, FL	 light	2 hours
19970730	19970730	 Navarre, FL	 circle	10 minutes
20051107	20051107	 Navarre, FL	 formation	10-15 Min
20051107	20051110	 Navarre, FL	 light	10 Minutes
20051107	20051110	 Navarre, FL	 rectangle	5-8mins
20051107	20051121	 Navarre, FL	 other	5 minutes
20051107	20051109	 Navarre, FL	 formation	10 mins
20051107	20051108	 Navarre, FL	 formation	about 5 min
20051107	20051108	 Navarre, FL	 triangle	5-8mins
20051107	20051107	 Navarre, FL	 diamond	5 min
20060718	20060717	 Navarre, FL	 unknown	still occuring
20060718	20060717	 Navarre, FL	 light	occuring now
20070114	20070115	 Navarre, FL	 triangle	one second
19870810	20031129	 Navoi (Uzbekistan),	 light	20 minutes
20020925	20020926	 Naxcivan (Azerbaijan),	 disk	
20051123	20051124	 ne of Goffs, CA	 light	30 minutes
20081002	20081003	 Neacroft, Christchurch, Bournemouth (UK/England),	 unknown	5 minutes
20040310	20040316	 Neah Bay (50 miles off the coast of), WA	 disk	half hour
19950513	19950516	 Neah Bay, WA		2 hrs.
20090113	20090113	 Near Anza and Garner Valley, CA	 unknown	3 seconds
20050811	20050812	 Near Athens, GA	 cross	5 min.
20050510	20050610	 Near Beth-Shemesh (Israel),	 triangle	5 minutes
20091016	20091018	 Near Casa Grande, AZ	 triangle	3 hours
19910914	20050228	 Near Fayettville, NC	 light	10 minutes
19910110	20060208	 Near Ft. Resolution (NWT, Canada), NT	 unknown	5 minutes
20031122	20040329	 Near Harding, WV	 disk	10 seconds
20030317	20030318	 Near Monore, on Interstate 75 North Bound, MI	 other	few seconds
20051104	20051106	 Near Moscow, PA	 sphere	Approximately 10-15 secon
20030728	20030811	 Near Oklahoma City, OK	 light	10 secconds
20050919	20050920	 Near Portage, WI	 light	Around a Hour or so
0	19970410	 Near Randle, WA	 light	45 Seconds
19880705	20031201	 Near Rome, NY	 sphere	15 Minutes
19990625	19990625	 Near Seaforth (Canada), ON		
19970704	19970707	 near St.Peters/St.Charles but too high to tell, MO	 light	3 min
20060305	20060305	 Near Stryker Ohio (NW OHIO), OH	 disk	appx 30 seconds
19970303	19971004	 Near Sullivan, MO	 light	30 min.
19790620	20030804	 Near Terre Haute, IN	 changing	25 seconds
20031116	20031117	 Near the NV/CA state line above the I-15, CA	 other	30 secs
19780701	20040613	 Near Toledo, OH	 light	5 minutes
19880821	20000619	 Neb.-Mo. Line (I-29 southbound), MO	 fireball	less than 60 seconds
20040220	20040405	 Nebo, KY	 disk	UNKNOWN
20031011	20031015	 Nebraska (above?, or above South Dakota), NE	 cigar	seconds
19530101	20050224	 Nebraska (rural), NE		10 min
20070103	20070105	 Nebraska (rural), NE	 light	3 sec.
20010912	20011021	 Nebraska City, NE	 light	Til present day
20080211	20080213	 Nebraska City, NE	 circle	10 Minutes
20021001	20090930	 Nebraska City, NE	 teardrop	"Kearny Hill; lasting 3-4"
19430601	19970704	 Nebraska, NE	 disk	10-20 min
19950712	20011010	 Necedah, WI	 light	10 min
20070916	20070916	 Neckarsulm (Germany),	 other	30 seconds
0	20020825	 Necochea (Argentina),	 formation	10 seconds
19970323	19970325	 Nederland, CO	 other	2 minutes
19970323	20000215	 Nederland, CO	 other	1 min.
20010111	20010112	 Nederland, CO	 cylinder	3 to 4 seconds
20010111	20010112	 Nederland, CO	 cylinder	3 to 4 seconds
20020522	20050502	 Nederland, TX	 chevron	6 m
20070518	20070518	 Nederland, TX	 flash	4SEC
20100415	20100415	 Nederland, TX	 light	15 Minutes
20050910	20050910	 Needham, MA	 rectangle	5 MINUTES
20020417	20020428	 Needles, CA	 circle	10 seconds
20070220	20070310	 Needles, CA	 circle	15min
19810315	20081010	 Needles, CA	 disk	30 minutes
20041014	20041018	 Needville, TX	 light	several hours
19990513	19990516	 Neenah, WI	 circle	3 seconds
19991116	19991116	 Neenah, WI	 disk	
19870707	20031109	 Neenah, WI	 other	5-10 mins
19900801	20031220	 Neenah, WI	 light	10 min
19950701	20060125	 Neenah, WI	 triangle	30 seconds
20090824	20090825	 Neenah, WI	 other	2 minutes
20010827	20010827	 Negaunee, MI	 light	25 min
20001028	20001207	 Negombo (Sri Lanka),	 fireball	30
20071020	20071024	 Neguac (Canada), NB	 cigar	?
20040112	20040205	 Neillsville, WI	 unknown	5 minutes
20010111	20011214	 Nekoosa, WI	 circle	20minutes
20040720	20040906	 Nekoosa, WI	 circle	5 min.
19571001	20061114	 Nelchina (near), AK	 unknown	3 minutes maximum
19520217	20041019	 Nellis AFB (Las Vegas), NV	 disk	30 mins
20000101	20010107	 Nellis AFB (Near), NV	 light	2 hours
19991001	19991113	 Nellis Air Force Base (50-100 miles east of), NV	 light	3 minutes
20091220	20100820	 Nelson (Canada), BC	 light	30 minutes
20081230	20090313	 Nelson (New Zealand),	 circle	seconds
20060804	20060904	 Nelson (UK/England),	 formation	20 mins
19990324	20040309	 Nelson from Castlegar (Canada), BC	 light	10 seconds
19830714	20030621	 Nelson House (Canada), MB	 unknown	half an hour
19950825	20000925	 Nelson Ledges, OH	 sphere	1 minute
19590601	20010219	 Nelson, NE	 cigar	5 to 10 min
20040609	20040609	 Nelson/Ruby Bay (New Zealand),	 teardrop	until morning
20030814	20030816	 Nelson/Salmo (Between) (Canada), BC	 light	5 to 6 seconds
20051022	20051024	 Nelsonville, OH	 triangle	20 sec
20060813	20060812	 Nelsonville, OH	 light	3-4 seconds
20061130	20061205	 Nelsonville, OH	 triangle	3 Min.
20010915	20010916	 Nenana, AK	 fireball	1 second
19620815	20030129	 Nenana, AK	 oval	15 min
19990901	20050306	 Nenana, AK	 light	20 minutes
19960526	20030402	 Neodesha, KS	 unknown	2  min.
19970510	19970511	 Neoga (6 mi. west), IL	 triangle	5 MINUTES
20070828	20070829	 Neola, UT	 circle	5 min
20041213	20050207	 Neosho, MO	 oval	20 seconds
20041213	20041216	 Neosho, MO	 other	20 seconds
20050605	20050606	 Neosho, MO	 cross	20 sec
20050608	20050609	 Neosho, MO	 sphere	over an hour
19920415	20071117	 Neosho, MO	 unknown	one minute
19870811	20080515	 Neosho, MO	 rectangle	15 min
20080705	20080706	 Neosho, MO	 sphere	about 5 or 6 minutes
20090304	20090305	 Neosho, MO	 other	3 to 4 minutes
19871109	20000614	 Nepean (Canada), ON	 light	10 Minutes
20050917	20051011	 Nephi, UT	 disk	20 min.
20060623	20060623	 Neptune Beach, FL	 circle	continously
20090919	20090919	 Neptune City, NJ	 light	15 seconds
19900813	20020910	 Neptune, NJ	 formation	15 minutes
20040831	20040901	 Neptune, NJ	 light	about 15 min
20070629	20070703	 Neptune, OH	 circle	3 minutes
20090519	20090528	 Nerja (Spain),	 disk	
19751015	20080211	 Nesconset, NY	 disk	3 minutes
19980115	20050727	 Neshanic Station, NJ	 light	30sec
19980623	19980623	 Neshkoro, WI	 other	2.5 hours
20070306	20070306	 Nesquehoning, PA	 circle	1hr
19960927	19960930	 Nestleton (Canada), ON	 cigar	2 min.
20080801	20090628	 Netcong, NJ	 sphere	2 minutes
19800701	20001122	 Netherlands,	 unknown	2 minutes
20050222	20050222	 Netherlands,	 disk	5 minutes
19980515	20070425	 Nettleton, MS	 light	15-30 Sec.
19810623	20030110	 Neufchatel (Canada), PQ	 cigar	five minutes
20070801	20070731	 Neumarkt (Germany),	 chevron	5 seconds
20080101	20081122	 Neuruppin (Germany),	 fireball	15min
20060104	20060105	 Neuville (Canada), QC	 oval	5 minutes
20041124	20090221	" Nevada (above; in flight; 37000 ft.), NV"	 unknown	40 Minutes
20040507	20040521	 Nevada (on a highway in), NV	 triangle	10 minutes
19860225	20060524	 Nevada (on highway, northbound), NV	 circle	unsureg
20000423	20000503	 Nevada (On west bound airplane over northern), NV	 disk	12 seconds
19830601	20020715	 Nevada (Over), NV	 other	15min
20050226	20050226	 Nevada (rural desert), NV	 disk	1-2 minutes
20000814	20000813	 Nevada City, CA	 sphere	20 minutes
20000813	20000813	 Nevada City, CA	 changing	20 minutes
20041109	20041111	 Nevada City, CA	 triangle	10 seconds
20060407	20060411	 Nevada City, CA	 light	midnight to dawn
19860701	20071104	 Nevada City, CA	 disk	15 minutes
20100719	20100720	 Nevada City, CA	 unknown	3 min
19990304	19990304	 Nevada City/North San Juan  (between), CA	 light	5 min
20010630	20060427	" Nevada desert (rural; unspecified by witness), NV"	 oval	15 min
19720601	20060518	 Nevada Desert, NV	 oval	15 min
19690101	20010422	 Nevada test site, NV	 triangle	?
19760715	20010907	 Nevada, MO	 light	30 minutes
20011031	20011101	 Nevada, MO	 other	3 seconds
20061117	20061117	 Nevada, MO	 light	About 30 seconds
20070105	20070327	 Nevada, MO	 light	all night
20070228	20070327	 Nevada, MO	 light	20 minutes
20070501	20070925	 Nevada, MO	 triangle	5-10 sec
20081004	20081015	 Nevada, MO	 circle	45 minutes
20060329	20061128	 Nevada, NV	 unknown	unknown
20070627	20070627	 Nevada, NV		anytime
20070515	20071002	 Nevada, NV	 light	
20080417	20080418	 Nevada, TX	 light	30 Min
20080410	20080411	 Nevada, TX	 unknown	10 min
20081203	20081203	 Neville Island, PA	 light	60 MINUTES
20050608	20050608	 Nevsehir (Turkey),	 disk	cappadocia
19721017	20040312	 New Albany (Floyd or Harrison County?), IN	 disk	unknown
19740715	19981212	 New Albany, IN	 triangle	1|30 min.
19980301	20010216	 New Albany, IN	 light	1 minute
19981015	20010217	 New Albany, IN	 changing	1 hour
20010518	20010519	 New Albany, IN	 light	20 seconds
19590715	20040618	 New Albany, IN	 cigar	5 minutes
19970618	20050605	 New Albany, IN	 cigar	two to three seconds
19780707	20060125	 New Albany, IN	 other	30mins
19771215	20051229	 New Albany, IN	 disk	1to 2 minutes
20080706	20080713	 New Albany, IN	 fireball	2 Mins
20091101	20091101	 New Albany, IN	 oval	2 minutes
19770715	20021123	 New Albany, OH	 oval	2.5 hours
19961102	19961102	 New Albany, PA		12 min.
20070424	20070424	 New Albany, PA	 light	2 hrs
20070419	20070419	 New Albany, PA	 light	ongoing as of 21:25
20071007	20071007	 New Albany, PA	 light	ongoing
20060215	20060217	 New Amsterdam,	 light	about 10 minutes
20100710	20100711	 New Baltimore, MI	 fireball	7 minutes
20090216	20090216	 New Baltimore, NY	 light	7-10 seconds
20021202	20021206	 New Baltimore, PA	 triangle	
20021202	20021226	 New Baltimore, PA	 triangle	1 TO 2 SECONDS
20090224	20090224	 New Bedfor, MA	 light	1 1/2 hrs
19980415	19980418	 New Bedford, MA	 oval	4 MINUTES
19810601	20001001	 New Bedford, MA	 disk	15 minutes
19820615	20031107	 New Bedford, MA	 other	10 min.
20031003	20031004	 New Bedford, MA	 formation	8 minutes
19780630	20060125	 New Bedford, MA	 fireball	not sure
20061218	20070102	 New Bedford, MA	 circle	5 min +
19981023	19990324	 New Berlin, WI	 disk	7 Min
19980922	19990927	 New Berlin, WI	 chevron	60seconds
20020228	20020305	 New Berlin, WI	 triangle	1-2mins
20030702	20030706	 New Berlin, WI	 light	3 minutes
19600704	20040410	 New Berlin, WI	 circle	5 minutes
20040310	20040310	 New Bern, NC	 light	2-3 minutes
20050221	20050224	 New Bern, NC	 light	5 sec
20070802	20070803	 New Bern, NC	 other	10 MIN.
20080430	20080430	 New Bern, NC	 flash	?
20080922	20090902	 New Bern, NC	 light	3 minutes
20100428	20100428	 New Bern, NC	 changing	5 minutes
19981211	19981214	 New Boston, NH	 light	40 minutes
19910417	20010503	 New Boston, TX	 oval	3 to 4 minutes
19841015	20041018	 New Boston, TX	 egg	1 hour
19841015	20041018	 New Boston, TX	 egg	1 hour
19750401	20080423	 New Boston, TX	 light	30 minutes
19660401	20010330	 New Braintree, MA	 circle	~ 30 minutes
20080321	20080321	 New Braintree, MA	 other	14 seconds
20000716	20010319	 New Braunfels, TX	 circle	in a car
20031216	20031219	 New Braunfels, TX	 oval	20 seconds
19960815	20041106	 New Braunfels, TX	 disk	3 minutes
20050114	20050115	 New Braunfels, TX	 oval	Less than a minute
19970313	20070316	 New Braunfels, TX	 triangle	10 minutes
20070518	20070518	 New Braunfels, TX	 light	3-5 seconds
20080614	20080616	 New Braunfels, TX	 triangle	3-4minutes
20080614	20080615	 New Braunfels, TX	 triangle	
20061108	20080522	 New Braunfels, TX	 fireball	10 seconds
20090205	20090218	 New Braunfels, TX	 light	15 minutes
20030330	20030330	 New Brighton (UK/England),	 light	5 min
19970424	19970424	 New Brighton, MN	 triangle	45 minutes
20001004	20010226	 New Brighton, MN	 disk	0.1
19790929	20050703	 New Brighton, MN	 disk	10 Minutes
20040715	20070101	 New Brighton, MN	 sphere	5 minutes
20090520	20090601	 New Brighton, MN	 rectangle	4 seconds
19880305	19990714	 New Brighton, PA	 changing	17:30
19990808	19990901	 New Brighton, PA	 circle	momentary
20020712	20020826	 New Brighton, PA	 cigar	00:00:25
